2	1.66161e-10	1	13	11	3	1	0	0	1.82076e+08	8.02289e+07	3.34209	2.57448e-08	0
5	3.96282e-10	1	11	4	0	1	0	0	1.61845e+08	9.48457e+07	3.34209	7.72344e-08	0
8	9.19303e-10	1	23	22	0	10	0	0	1.45661e+08	1.02243e+08	3.34209	1.28724e-07	0
9	1.13039e-09	1	26	18	2	3	0	0	1.45661e+08	1.02243e+08	3.34209	1.28724e-07	0
10	1.22989e-09	1	11	4	0	1	0	0	1.45661e+08	1.02243e+08	3.34209	1.28724e-07	0
13	1.73559e-09	1	22	3	1	0	0	0	1.38724e+08	1.04489e+08	3.34209	1.80214e-07	0
17	2.50538e-09	1	24	11	3	1	0	0	1.26661e+08	1.07222e+08	3.34209	2.57448e-07	0
18	2.51677e-09	1	22	3	1	0	0	0	1.26661e+08	1.07222e+08	3.34209	2.57448e-07	0
19	2.58975e-09	1	29	13	5	1	0	0	1.26661e+08	1.07222e+08	3.34209	2.57448e-07	0
20	2.60602e-09	1	10	17	1	7	0	0	1.26661e+08	1.07222e+08	3.34209	2.57448e-07	0
22	3.06048e-09	1	24	3	1	0	0	0	1.21384e+08	1.07973e+08	3.34209	2.83193e-07	0
24	3.18852e-09	1	23	22	0	10	0	0	1.16528e+08	1.08432e+08	3.34209	3.08938e-07	0
25	3.24152e-09	1	24	3	1	0	0	0	1.16528e+08	1.08432e+08	3.34209	3.08938e-07	0
27	3.54246e-09	1	17	11	1	4	0	0	1.16528e+08	1.08432e+08	3.34209	3.34682e-07	0
35	4.57733e-09	1	6	8	0	3	0	0	1.12046e+08	1.08662e+08	3.3421	5.14896e-07	0
36	4.59009e-09	1	6	8	0	3	0	0	1.12046e+08	1.08662e+08	3.3421	5.14896e-07	0
37	4.66474e-09	1	6	8	4	0	0	0	1.12046e+08	1.08662e+08	3.3421	5.14896e-07	0
41	5.0197e-09	1	11	4	0	1	0	0	1.07896e+08	1.0871e+08	3.3421	5.92131e-07	0
45	5.58169e-09	1	21	10	2	1	0	0	1.04043e+08	1.08613e+08	3.3421	6.69365e-07	0
46	5.85828e-09	1	21	10	0	4	0	0	1.04043e+08	1.08613e+08	3.3421	6.69365e-07	0
48	6.11239e-09	1	22	3	1	0	0	0	1.04043e+08	1.08613e+08	3.3421	6.9511e-07	0
50	6.52278e-09	1	22	3	1	0	0	0	1.04043e+08	1.08613e+08	3.3421	7.20855e-07	0
56	7.43526e-09	1	26	28	4	5	0	0	1.04043e+08	1.08613e+08	3.3421	8.49579e-07	0
59	7.80976e-09	1	17	11	1	4	0	0	1.04043e+08	1.08613e+08	3.3421	9.01069e-07	0
65	7.99308e-09	1	29	13	5	1	0	0	1.04043e+08	1.08613e+08	3.3421	1.02979e-06	0
67	8.25685e-09	1	29	13	5	1	0	0	1.04043e+08	1.08613e+08	3.3421	1.05554e-06	0
69	8.41404e-09	1	21	10	0	4	0	0	1.04043e+08	1.08613e+08	3.3421	1.08128e-06	0
71	9.26255e-09	1	28	20	4	3	0	0	1.04043e+08	1.08613e+08	3.3421	1.10703e-06	0
74	9.37296e-09	1	23	22	0	10	0	0	1.04043e+08	1.08613e+08	3.3421	1.15852e-06	0
80	1.03393e-08	1	26	28	4	5	0	0	1.04043e+08	1.08612e+08	3.34211	1.28724e-06	0
84	1.06993e-08	1	23	22	0	10	0	0	1.04043e+08	1.08612e+08	3.34211	1.36448e-06	0
85	1.07005e-08	1	10	17	1	7	0	0	1.04043e+08	1.08612e+08	3.34211	1.36448e-06	0
87	1.11124e-08	1	23	22	0	10	0	0	1.04043e+08	1.08612e+08	3.34211	1.39022e-06	0
88	1.12236e-08	1	13	11	3	1	0	0	1.04043e+08	1.08612e+08	3.34211	1.39022e-06	0
90	1.15879e-08	1	28	20	4	3	0	0	1.04043e+08	1.08612e+08	3.34211	1.41597e-06	0
92	1.18162e-08	1	26	18	2	3	0	0	1.04043e+08	1.08612e+08	3.34211	1.44171e-06	0
95	1.24297e-08	1	6	8	0	3	0	0	1.04043e+08	1.08612e+08	3.34211	1.4932e-06	0
98	1.28226e-08	1	29	13	5	1	0	0	1.04043e+08	1.08612e+08	3.34211	1.54469e-06	0
99	1.30766e-08	1	6	8	0	3	0	0	1.04043e+08	1.08612e+08	3.34211	1.54469e-06	0
103	1.35168e-08	1	26	18	2	3	0	0	1.04043e+08	1.08612e+08	3.34211	1.62193e-06	0
105	1.36625e-08	1	13	11	3	1	0	0	1.04043e+08	1.08612e+08	3.34211	1.64767e-06	0
107	1.37158e-08	1	6	8	4	0	0	0	1.04043e+08	1.08612e+08	3.34211	1.67342e-06	0
108	1.39566e-08	1	29	13	5	1	0	0	1.04043e+08	1.08612e+08	3.34211	1.67342e-06	0
